"dayRange"	"dayMin"	"dayMax"	"dayMean"	"date"
"18_3_2009"	0.5	25.3	25.8	25.4708333333333	2009-03-18
"19_3_2009"	0.599999999999998	24.8	25.4	25.125	2009-03-19
"20_3_2009"	0.600000000000001	24.9	25.5	25.1416666666667	2009-03-20
"21_3_2009"	0.700000000000003	24.9	25.6	25.2625	2009-03-21
"22_3_2009"	1.5	23.8	25.3	24.3791666666667	2009-03-22
"23_3_2009"	0.600000000000001	23	23.6	23.3416666666667	2009-03-23
"24_3_2009"	0.699999999999999	22.8	23.5	23.0958333333333	2009-03-24
"25_3_2009"	0.600000000000001	22.7	23.3	22.9666666666667	2009-03-25
"26_3_2009"	0.799999999999997	22.6	23.4	22.975	2009-03-26
"27_3_2009"	1.1	22.8	23.9	23.3583333333333	2009-03-27
"28_3_2009"	0.899999999999999	23.6	24.5	24.0083333333333	2009-03-28
"29_3_2009"	0.699999999999999	24.2	24.9	24.4416666666667	2009-03-29
"30_3_2009"	1.5	24.5	26	25.0375	2009-03-30
"31_3_2009"	1.5	25.3	26.8	25.8458333333333	2009-03-31
"1_4_2009"	0.800000000000001	25.9	26.7	26.2	2009-04-01
"2_4_2009"	1	26	27	26.5625	2009-04-02
"3_4_2009"	1.2	26.4	27.6	27.225	2009-04-03
"4_4_2009"	1	27.2	28.2	27.6666666666667	2009-04-04
"5_4_2009"	0.5	27.7	28.2	27.8916666666667	2009-04-05
"6_4_2009"	2	27.5	29.5	28.1416666666667	2009-04-06
"7_4_2009"	2.7	25.4	28.1	26.9041666666667	2009-04-07
"8_4_2009"	1.7	24.6	26.3	25.425	2009-04-08
"9_4_2009"	0.899999999999999	25.3	26.2	25.7583333333333	2009-04-09
"10_4_2009"	1.2	24.9	26.1	25.5708333333333	2009-04-10
"11_4_2009"	1.8	25.7	27.5	26.2958333333333	2009-04-11
"12_4_2009"	1.5	26.3	27.8	26.9083333333333	2009-04-12
"13_4_2009"	1.3	26.4	27.7	26.9375	2009-04-13
"14_4_2009"	1.2	26.4	27.6	27.0208333333333	2009-04-14
"15_4_2009"	1.5	26.5	28	26.9	2009-04-15
"16_4_2009"	1.7	26.9	28.6	27.5166666666667	2009-04-16
"17_4_2009"	1.6	26.9	28.5	27.3791666666667	2009-04-17
"18_4_2009"	1.1	26.1	27.2	26.5708333333333	2009-04-18
"19_4_2009"	0.5	25.7	26.2	25.9291666666667	2009-04-19
"20_4_2009"	1	25.6	26.6	26.0291666666667	2009-04-20
"21_4_2009"	0.5	26	26.5	26.275	2009-04-21
"22_4_2009"	0.800000000000001	26	26.8	26.3666666666667	2009-04-22
"23_4_2009"	0.800000000000001	25.9	26.7	26.3291666666667	2009-04-23
"24_4_2009"	0.599999999999998	25.3	25.9	25.5833333333333	2009-04-24
"25_4_2009"	0.399999999999999	24.8	25.2	24.9125	2009-04-25
"26_4_2009"	0.799999999999997	24.6	25.4	24.9791666666667	2009-04-26
"27_4_2009"	0.899999999999999	24.8	25.7	25.1416666666667	2009-04-27
"28_4_2009"	0.900000000000002	24.9	25.8	25.3083333333333	2009-04-28
"29_4_2009"	0.899999999999999	25.1	26	25.4916666666667	2009-04-29
"30_4_2009"	1	25.2	26.2	25.6541666666667	2009-04-30
"1_5_2009"	1.1	25.2	26.3	25.7791666666667	2009-05-01
"2_5_2009"	1.1	25.5	26.6	26.0333333333333	2009-05-02
"3_5_2009"	0.800000000000001	25.7	26.5	26.1208333333333	2009-05-03
"4_5_2009"	1.2	25.6	26.8	26.2208333333333	2009-05-04
"5_5_2009"	0.899999999999999	26.1	27	26.5666666666667	2009-05-05
"6_5_2009"	1	26.2	27.2	26.7583333333333	2009-05-06
"7_5_2009"	1.4	26.6	28	27.2125	2009-05-07
"8_5_2009"	1.3	27.1	28.4	27.725	2009-05-08
"9_5_2009"	0.899999999999999	27.6	28.5	28.1166666666667	2009-05-09
"10_5_2009"	1.2	27.9	29.1	28.4916666666667	2009-05-10
"11_5_2009"	1.2	28.3	29.5	28.7708333333333	2009-05-11
"12_5_2009"	1	29	30	29.3916666666667	2009-05-12
"13_5_2009"	0.699999999999999	29.5	30.2	29.75	2009-05-13
"14_5_2009"	0.800000000000001	28.9	29.7	29.3875	2009-05-14
"15_5_2009"	0.600000000000001	28.7	29.3	28.9875	2009-05-15
"16_5_2009"	0.699999999999999	28	28.7	28.4208333333333	2009-05-16
"17_5_2009"	0.5	27.5	28	27.8291666666667	2009-05-17
"18_5_2009"	1.2	27.5	28.7	28.05	2009-05-18
"19_5_2009"	0.699999999999999	27.6	28.3	27.9333333333333	2009-05-19
"20_5_2009"	0.5	27.5	28	27.8083333333333	2009-05-20
"21_5_2009"	0.900000000000002	27.7	28.6	28.1541666666667	2009-05-21
"22_5_2009"	0.699999999999999	27.8	28.5	28.25	2009-05-22
"23_5_2009"	1	28.2	29.2	28.7375	2009-05-23
"24_5_2009"	1.4	28.8	30.2	29.3583333333333	2009-05-24
"25_5_2009"	1	29.2	30.2	29.55	2009-05-25
"26_5_2009"	0.900000000000002	29.2	30.1	29.5583333333333	2009-05-26
"27_5_2009"	1.3	29.6	30.9	30.025	2009-05-27
"28_5_2009"	2	29.7	31.7	30.6708333333333	2009-05-28
"29_5_2009"	0.700000000000003	30.4	31.1	30.7041666666667	2009-05-29
"30_5_2009"	0.800000000000001	30	30.8	30.4041666666667	2009-05-30
"31_5_2009"	0.800000000000001	29.8	30.6	30.2291666666667	2009-05-31
"1_6_2009"	1.3	29.7	31	30.3166666666667	2009-06-01
"2_6_2009"	0.599999999999998	29.8	30.4	29.9458333333333	2009-06-02
"3_6_2009"	0.800000000000001	29.4	30.2	29.7791666666667	2009-06-03
"4_6_2009"	1.2	29.5	30.7	30.1041666666667	2009-06-04
"5_6_2009"	0.900000000000002	29.9	30.8	30.3416666666667	2009-06-05
"6_6_2009"	0.800000000000001	29.8	30.6	30.2	2009-06-06
"7_6_2009"	0.5	29.9	30.4	30.0666666666667	2009-06-07
"8_6_2009"	1.1	29.6	30.7	30.1583333333333	2009-06-08
"9_6_2009"	0.600000000000001	30	30.6	30.275	2009-06-09
"10_6_2009"	0.399999999999999	30	30.4	30.1833333333333	2009-06-10
"11_6_2009"	0.200000000000003	29.9	30.1	30.0583333333333	2009-06-11
"12_6_2009"	1.6	29.8	31.4	30.4833333333333	2009-06-12
"13_6_2009"	1.3	30.8	32.1	31.3541666666667	2009-06-13
"14_6_2009"	0.400000000000002	31.4	31.8	31.6291666666667	2009-06-14
"15_6_2009"	0.199999999999999	31.5	31.7	31.6333333333333	2009-06-15
"16_6_2009"	0.5	31.4	31.9	31.6291666666667	2009-06-16
"17_6_2009"	1.1	31.3	32.4	31.7041666666667	2009-06-17
"18_6_2009"	0.699999999999999	31.8	32.5	32.0541666666667	2009-06-18
"19_6_2009"	0.399999999999999	32.1	32.5	32.3625	2009-06-19
"20_6_2009"	0.400000000000002	31.8	32.2	32.0791666666667	2009-06-20
"21_6_2009"	0.399999999999999	31.9	32.3	32.05	2009-06-21
"22_6_2009"	0.699999999999996	31.6	32.3	31.8708333333333	2009-06-22
"23_6_2009"	0.5	31.2	31.7	31.475	2009-06-23
"24_6_2009"	1.3	30.1	31.4	30.5458333333333	2009-06-24
"25_6_2009"	0.800000000000001	29.5	30.3	29.7958333333333	2009-06-25
"26_6_2009"	0.800000000000001	28.7	29.5	29.0041666666667	2009-06-26
"27_6_2009"	1.3	29	30.3	29.6291666666667	2009-06-27
"28_6_2009"	0.400000000000002	29.7	30.1	29.9041666666667	2009-06-28
"29_6_2009"	0.5	29.7	30.2	29.9875	2009-06-29
"30_6_2009"	0.5	29.6	30.1	29.9166666666667	2009-06-30
"1_7_2009"	0.699999999999999	29.5	30.2	29.925	2009-07-01
"2_7_2009"	0.400000000000002	29.9	30.3	30.125	2009-07-02
"3_7_2009"	0.5	30.2	30.7	30.4375	2009-07-03
"4_7_2009"	0.5	30.3	30.8	30.5041666666667	2009-07-04
"5_7_2009"	0.699999999999999	30.6	31.3	30.9666666666667	2009-07-05
"6_7_2009"	1	31.2	32.2	31.4833333333333	2009-07-06
"7_7_2009"	0.800000000000001	31.3	32.1	31.5833333333333	2009-07-07
"8_7_2009"	1	31.5	32.5	31.7708333333333	2009-07-08
"9_7_2009"	1	31.6	32.6	32.0541666666667	2009-07-09
"10_7_2009"	0.699999999999996	31.6	32.3	31.9333333333333	2009-07-10
"11_7_2009"	0.699999999999999	31	31.7	31.4875	2009-07-11
"12_7_2009"	0.899999999999999	31.1	32	31.5333333333333	2009-07-12
"13_7_2009"	0.900000000000002	31.3	32.2	31.7041666666667	2009-07-13
"14_7_2009"	0.799999999999997	31.5	32.3	31.9208333333333	2009-07-14
"15_7_2009"	1.2	31.5	32.7	32.1041666666667	2009-07-15
"16_7_2009"	0.899999999999999	32	32.9	32.4875	2009-07-16
"17_7_2009"	0.699999999999996	32.2	32.9	32.5166666666667	2009-07-17
"18_7_2009"	1.3	32.4	33.7	32.925	2009-07-18
"19_7_2009"	0.5	32.8	33.3	33.125	2009-07-19
"20_7_2009"	0.700000000000003	32.5	33.2	32.8125	2009-07-20
"21_7_2009"	0.5	31.9	32.4	32.1375	2009-07-21
"22_7_2009"	0.699999999999999	31.7	32.4	32.05	2009-07-22
"23_7_2009"	0.800000000000001	31.8	32.6	32.1208333333333	2009-07-23
"24_7_2009"	1.1	32	33.1	32.3833333333333	2009-07-24
"25_7_2009"	0.899999999999999	32.2	33.1	32.5625	2009-07-25
"26_7_2009"	0.700000000000003	31.9	32.6	32.225	2009-07-26
"27_7_2009"	0.599999999999998	31.3	31.9	31.5791666666667	2009-07-27
"28_7_2009"	1	30.4	31.4	30.8458333333333	2009-07-28
"29_7_2009"	2.5	28.7	31.2	30.4333333333333	2009-07-29
"30_7_2009"	0.899999999999999	30.5	31.4	30.9458333333333	2009-07-30
"31_7_2009"	1.3	30.2	31.5	30.85	2009-07-31
"1_8_2009"	0.900000000000002	30.4	31.3	30.8291666666667	2009-08-01
"2_8_2009"	0.800000000000001	30.5	31.3	30.9333333333333	2009-08-02
"3_8_2009"	0.699999999999999	30.7	31.4	31.1166666666667	2009-08-03
"4_8_2009"	0.800000000000001	30.7	31.5	31.1583333333333	2009-08-04
"5_8_2009"	0.900000000000002	30.7	31.6	31.1166666666667	2009-08-05
"6_8_2009"	0.699999999999999	30.8	31.5	31.025	2009-08-06
"7_8_2009"	1.2	30.3	31.5	30.7875	2009-08-07
"8_8_2009"	1.2	30.5	31.7	31.025	2009-08-08
"9_8_2009"	1.2	30.8	32	31.3125	2009-08-09
"10_8_2009"	0.800000000000001	31.2	32	31.575	2009-08-10
"11_8_2009"	0.600000000000001	31.5	32.1	31.7333333333333	2009-08-11
"12_8_2009"	0.299999999999997	31.6	31.9	31.725	2009-08-12
"13_8_2009"	0.700000000000003	31.5	32.2	31.8875	2009-08-13
"14_8_2009"	0.800000000000001	31.3	32.1	31.7708333333333	2009-08-14
"15_8_2009"	1.8	30.2	32	30.9208333333333	2009-08-15
"16_8_2009"	1	29.5	30.5	30.1	2009-08-16
"17_8_2009"	0.799999999999997	29.6	30.4	30.0541666666667	2009-08-17
"18_8_2009"	0.400000000000002	29.9	30.3	30.1041666666667	2009-08-18
"19_8_2009"	0.800000000000001	29.7	30.5	30.075	2009-08-19
"20_8_2009"	0.899999999999999	30	30.9	30.475	2009-08-20
"21_8_2009"	0.900000000000002	30.4	31.3	30.8458333333333	2009-08-21
"22_8_2009"	0.899999999999999	30.8	31.7	31.1083333333333	2009-08-22
"23_8_2009"	1.3	31	32.3	31.5208333333333	2009-08-23
"24_8_2009"	1.4	31.4	32.8	32.0291666666667	2009-08-24
"25_8_2009"	0.599999999999998	31.7	32.3	32.1041666666667	2009-08-25
"26_8_2009"	0.800000000000001	31.3	32.1	31.7875	2009-08-26
"27_8_2009"	0.900000000000002	31.2	32.1	31.6333333333333	2009-08-27
"28_8_2009"	0.5	31.4	31.9	31.525	2009-08-28
"29_8_2009"	0.600000000000001	31	31.6	31.3666666666667	2009-08-29
"30_8_2009"	0.699999999999999	31.3	32	31.5833333333333	2009-08-30
"31_8_2009"	0.600000000000001	31.5	32.1	31.7958333333333	2009-08-31
"1_9_2009"	0.5	31.5	32	31.7958333333333	2009-09-01
"2_9_2009"	0.400000000000002	31.8	32.2	31.9	2009-09-02
"3_9_2009"	0.899999999999999	31.5	32.4	31.8333333333333	2009-09-03
"4_9_2009"	0.800000000000001	31.3	32.1	31.7083333333333	2009-09-04
"5_9_2009"	0.800000000000001	31.2	32	31.5416666666667	2009-09-05
"6_9_2009"	0.5	30.8	31.3	31.0791666666667	2009-09-06
"7_9_2009"	0.800000000000001	30.7	31.5	31.1208333333333	2009-09-07
"8_9_2009"	0.5	30.9	31.4	31.0916666666667	2009-09-08
"9_9_2009"	0.799999999999997	30.6	31.4	31.025	2009-09-09
"10_9_2009"	0.600000000000001	30.7	31.3	31.0041666666667	2009-09-10
"11_9_2009"	0.699999999999999	30.5	31.2	30.9083333333333	2009-09-11
"12_9_2009"	0.700000000000003	30.4	31.1	30.8125	2009-09-12
"13_9_2009"	0.599999999999998	30.3	30.9	30.6625	2009-09-13
"14_9_2009"	0.5	30.5	31	30.7125	2009-09-14
"15_9_2009"	0.5	30.7	31.2	30.9083333333333	2009-09-15
"16_9_2009"	0.299999999999997	31.1	31.4	31.2416666666667	2009-09-16
"17_9_2009"	0.800000000000001	30.9	31.7	31.2208333333333	2009-09-17
"18_9_2009"	0.699999999999999	31	31.7	31.3333333333333	2009-09-18
"19_9_2009"	0.699999999999999	31.1	31.8	31.4375	2009-09-19
"20_9_2009"	0.399999999999999	31.5	31.9	31.7	2009-09-20
"21_9_2009"	0.5	31.2	31.7	31.4625	2009-09-21
"22_9_2009"	0.699999999999999	30.8	31.5	31.2	2009-09-22
"23_9_2009"	0.800000000000001	30.5	31.3	30.8916666666667	2009-09-23
"24_9_2009"	0.699999999999999	30.2	30.9	30.5958333333333	2009-09-24
"25_9_2009"	0.899999999999999	30	30.9	30.5125	2009-09-25
"26_9_2009"	0.600000000000001	30.2	30.8	30.5791666666667	2009-09-26
"27_9_2009"	0.600000000000001	30.2	30.8	30.5583333333333	2009-09-27
"28_9_2009"	0.800000000000001	30.4	31.2	30.7125	2009-09-28
"29_9_2009"	0.400000000000002	30.7	31.1	30.8875	2009-09-29
"30_9_2009"	0.5	30.3	30.8	30.5083333333333	2009-09-30
"1_10_2009"	0.399999999999999	29.8	30.2	30.0083333333333	2009-10-01
"2_10_2009"	0.699999999999999	29.8	30.5	30.1416666666667	2009-10-02
"3_10_2009"	0.599999999999998	30.1	30.7	30.4083333333333	2009-10-03
"4_10_2009"	0.400000000000002	30.4	30.8	30.5541666666667	2009-10-04
"5_10_2009"	0.800000000000001	30.2	31	30.6333333333333	2009-10-05
"6_10_2009"	0.799999999999997	30.6	31.4	30.9208333333333	2009-10-06
"7_10_2009"	0.899999999999999	30.8	31.7	31.1458333333333	2009-10-07
"8_10_2009"	0.399999999999999	31.1	31.5	31.2541666666667	2009-10-08
"9_10_2009"	0.600000000000001	30.5	31.1	30.8	2009-10-09
"10_10_2009"	0.600000000000001	30.4	31	30.6958333333333	2009-10-10
"11_10_2009"	0.699999999999999	30.3	31	30.6625	2009-10-11
"12_10_2009"	0.799999999999997	30.1	30.9	30.3625	2009-10-12
"13_10_2009"	0.699999999999999	29.7	30.4	30.1166666666667	2009-10-13
"14_10_2009"	0.900000000000002	29.7	30.6	30.15	2009-10-14
"15_10_2009"	0.400000000000002	30.2	30.6	30.3791666666667	2009-10-15
"16_10_2009"	0.800000000000001	30.2	31	30.5458333333333	2009-10-16
"17_10_2009"	0.599999999999998	30.6	31.2	30.9166666666667	2009-10-17
"18_10_2009"	2.3	28	30.3	29.1666666666667	2009-10-18
"19_10_2009"	1.6	26.2	27.8	26.7833333333333	2009-10-19
"20_10_2009"	1.6	25.4	27	26.1833333333333	2009-10-20
"21_10_2009"	1.1	26.4	27.5	27.0083333333333	2009-10-21
"22_10_2009"	0.900000000000002	26.7	27.6	27.1166666666667	2009-10-22
"23_10_2009"	1.2	27.1	28.3	27.7708333333333	2009-10-23
"24_10_2009"	0.5	27.6	28.1	27.8541666666667	2009-10-24
"25_10_2009"	1.1	27.5	28.6	27.9583333333333	2009-10-25
"26_10_2009"	0.399999999999999	28.3	28.7	28.55	2009-10-26
"27_10_2009"	0.600000000000001	28.2	28.8	28.5375	2009-10-27
"28_10_2009"	0.700000000000003	28.4	29.1	28.6625	2009-10-28
"29_10_2009"	0.600000000000001	28.5	29.1	28.8083333333333	2009-10-29
"30_10_2009"	0.600000000000001	28.5	29.1	28.8375	2009-10-30
"31_10_2009"	0.799999999999997	28.6	29.4	28.9041666666667	2009-10-31
"1_11_2009"	0.5	29	29.5	29.2166666666667	2009-11-01
"2_11_2009"	1	28.8	29.8	29.2541666666667	2009-11-02
"3_11_2009"	0.5	28.8	29.3	29.0541666666667	2009-11-03
"4_11_2009"	0.399999999999999	28.6	29	28.8	2009-11-04
"5_11_2009"	0.799999999999997	28.1	28.9	28.5375	2009-11-05
"6_11_2009"	1.7	26.4	28.1	27.2791666666667	2009-11-06
"7_11_2009"	1.6	25.5	27.1	26.1916666666667	2009-11-07
"8_11_2009"	1	25.2	26.2	25.625	2009-11-08
"9_11_2009"	0.699999999999999	25.3	26	25.6041666666667	2009-11-09
"10_11_2009"	0.599999999999998	25.6	26.2	25.9916666666667	2009-11-10
"11_11_2009"	0.5	25.9	26.4	26.125	2009-11-11
"12_11_2009"	1.3	24.4	25.7	25.3958333333333	2009-11-12
"13_11_2009"	0.800000000000001	24.4	25.2	24.8166666666667	2009-11-13
"14_11_2009"	0.300000000000001	24.8	25.1	24.8875	2009-11-14
"15_11_2009"	1.2	24.1	25.3	24.7958333333333	2009-11-15
"16_11_2009"	0.299999999999997	24.6	24.9	24.7083333333333	2009-11-16
"17_11_2009"	0.800000000000001	24.4	25.2	24.7333333333333	2009-11-17
"18_11_2009"	1.6	24.6	26.2	25.2041666666667	2009-11-18
"19_11_2009"	0.400000000000002	25.7	26.1	25.8958333333333	2009-11-19
"20_11_2009"	1.1	25.3	26.4	25.8708333333333	2009-11-20
"21_11_2009"	1.2	25.9	27.1	26.5375	2009-11-21
"22_11_2009"	0.399999999999999	26.3	26.7	26.525	2009-11-22
"23_11_2009"	0.5	26.4	26.9	26.6166666666667	2009-11-23
"24_11_2009"	0.299999999999997	26.6	26.9	26.7458333333333	2009-11-24
"25_11_2009"	0.800000000000001	25.9	26.7	26.2875	2009-11-25
"26_11_2009"	1	25.7	26.7	26.1333333333333	2009-11-26
"27_11_2009"	1.5	24.4	25.9	25.0708333333333	2009-11-27
"28_11_2009"	0.799999999999997	23.6	24.4	24.1791666666667	2009-11-28
"29_11_2009"	0.599999999999998	23.3	23.9	23.6208333333333	2009-11-29
"30_11_2009"	2	23	25	23.7041666666667	2009-11-30
"1_12_2009"	1.6	24	25.6	24.8958333333333	2009-12-01
"2_12_2009"	0.600000000000001	25	25.6	25.3583333333333	2009-12-02
"3_12_2009"	0.799999999999997	25.1	25.9	25.3833333333333	2009-12-03
"4_12_2009"	0.699999999999999	25.3	26	25.6333333333333	2009-12-04
"5_12_2009"	0.599999999999998	25.6	26.2	25.8375	2009-12-05
"6_12_2009"	0.699999999999999	24.8	25.5	25.0583333333333	2009-12-06
"7_12_2009"	0.600000000000001	24.4	25	24.7	2009-12-07
"8_12_2009"	1.3	24.4	25.7	24.8125	2009-12-08
"9_12_2009"	0.599999999999998	25.3	25.9	25.6333333333333	2009-12-09
"10_12_2009"	0.300000000000001	25.9	26.2	26.0666666666667	2009-12-10
"11_12_2009"	0.399999999999999	26	26.4	26.2166666666667	2009-12-11
"12_12_2009"	0.5	25.9	26.4	26.1458333333333	2009-12-12
"13_12_2009"	0.399999999999999	26	26.4	26.2625	2009-12-13
"14_12_2009"	0.399999999999999	26.1	26.5	26.3	2009-12-14
"15_12_2009"	0.800000000000001	25.9	26.7	26.3	2009-12-15
"16_12_2009"	0.400000000000002	26.4	26.8	26.5833333333333	2009-12-16
"17_12_2009"	0.5	26.2	26.7	26.5083333333333	2009-12-17
"18_12_2009"	1.4	25.1	26.5	26.0208333333333	2009-12-18
"19_12_2009"	2.2	23	25.2	23.8458333333333	2009-12-19
"20_12_2009"	1.1	22.3	23.4	22.8416666666667	2009-12-20
"21_12_2009"	1.6	20.7	22.3	21.5458333333333	2009-12-21
"22_12_2009"	1.1	20.5	21.6	21.025	2009-12-22
"23_12_2009"	1	19.8	20.8	20.1416666666667	2009-12-23
"24_12_2009"	2	20	22	20.85	2009-12-24
"25_12_2009"	2.3	21.2	23.5	22.6583333333333	2009-12-25
"26_12_2009"	0.699999999999999	22.6	23.3	22.8125	2009-12-26
"27_12_2009"	0.300000000000001	22.4	22.7	22.5916666666667	2009-12-27
"28_12_2009"	0.800000000000001	21.8	22.6	22.4625	2009-12-28
"29_12_2009"	1.3	20.8	22.1	21.5208333333333	2009-12-29
"30_12_2009"	1.3	19.9	21.2	20.4291666666667	2009-12-30
"31_12_2009"	3.4	19.7	23.1	21.4416666666667	2009-12-31
"1_1_2010"	1.3	22.1	23.4	22.6333333333333	2010-01-01
"2_1_2010"	1	20.9	21.9	21.3375	2010-01-02
"3_1_2010"	1.6	19.4	21	19.95	2010-01-03
"4_1_2010"	0.699999999999999	18.6	19.3	18.9	2010-01-04
"5_1_2010"	1	18	19	18.625	2010-01-05
"6_1_2010"	1.2	17.6	18.8	18.1791666666667	2010-01-06
"7_1_2010"	1.1	17	18.1	17.3833333333333	2010-01-07
"8_1_2010"	2.8	17.8	20.6	19.4083333333333	2010-01-08
"9_1_2010"	2.4	17.8	20.2	18.8833333333333	2010-01-09
"10_1_2010"	2.3	15.4	17.7	16.6291666666667	2010-01-10
"11_1_2010"	3.3	12.7	16	13.8875	2010-01-11
"12_1_2010"	0.899999999999999	12.3	13.2	12.6041666666667	2010-01-12
"13_1_2010"	3.6	12.6	16.2	13.5666666666667	2010-01-13
"14_1_2010"	2.7	15	17.7	16.0583333333333	2010-01-14
"15_1_2010"	4	16.5	20.5	19.1333333333333	2010-01-15
"16_1_2010"	0.600000000000001	19.9	20.5	20.1375	2010-01-16
"17_1_2010"	0.800000000000001	20.3	21.1	20.6416666666667	2010-01-17
"18_1_2010"	0.199999999999999	20.5	20.7	20.6375	2010-01-18
"19_1_2010"	0.5	20.5	21	20.7291666666667	2010-01-19
"20_1_2010"	0.799999999999997	20.1	20.9	20.575	2010-01-20
"21_1_2010"	0.399999999999999	20.5	20.9	20.675	2010-01-21
"22_1_2010"	0.800000000000001	20.7	21.5	21.0333333333333	2010-01-22
"23_1_2010"	1.4	21.5	22.9	21.9875	2010-01-23
"24_1_2010"	1.1	22.2	23.3	22.7083333333333	2010-01-24
"25_1_2010"	1	22.6	23.6	23.0583333333333	2010-01-25
"26_1_2010"	1.8	21.2	23	22.3	2010-01-26
"27_1_2010"	1.7	20.3	22	21.3333333333333	2010-01-27
"28_1_2010"	1	20.2	21.2	20.7583333333333	2010-01-28
"29_1_2010"	0.800000000000001	20.2	21	20.7666666666667	2010-01-29
"30_1_2010"	0.800000000000001	20.7	21.5	21.0583333333333	2010-01-30
"31_1_2010"	0.399999999999999	21.5	21.9	21.7166666666667	2010-01-31
"1_2_2010"	0.199999999999999	21.6	21.8	21.7041666666667	2010-02-01
"2_2_2010"	0.600000000000001	21.7	22.3	21.925	2010-02-02
"3_2_2010"	0.400000000000002	21.9	22.3	22.1041666666667	2010-02-03
"4_2_2010"	0.899999999999999	22	22.9	22.4208333333333	2010-02-04
"5_2_2010"	0.800000000000001	22.4	23.2	22.7208333333333	2010-02-05
"6_2_2010"	0.600000000000001	22.9	23.5	23.075	2010-02-06
"7_2_2010"	0.400000000000002	22.9	23.3	23.075	2010-02-07
"8_2_2010"	1.8	21.4	23.2	22.2583333333333	2010-02-08
"9_2_2010"	0.699999999999999	21.6	22.3	22.0708333333333	2010-02-09
"10_2_2010"	2.7	19.6	22.3	21.5416666666667	2010-02-10
"11_2_2010"	1	19.7	20.7	20.3375	2010-02-11
"12_2_2010"	0.5	19.7	20.2	19.9083333333333	2010-02-12
"13_2_2010"	1	19.4	20.4	19.9291666666667	2010-02-13
"14_2_2010"	1.3	17.9	19.2	18.6541666666667	2010-02-14
"15_2_2010"	0.900000000000002	18.2	19.1	18.7	2010-02-15
"16_2_2010"	0.599999999999998	18.8	19.4	19.0541666666667	2010-02-16
"17_2_2010"	0.5	18.4	18.9	18.5416666666667	2010-02-17
"18_2_2010"	0.799999999999997	18.1	18.9	18.5375	2010-02-18
"19_2_2010"	0.5	18	18.5	18.2083333333333	2010-02-19
"20_2_2010"	1.2	17.4	18.6	17.9833333333333	2010-02-20
"21_2_2010"	1.3	18.6	19.9	19.325	2010-02-21
"22_2_2010"	0.699999999999999	19.5	20.2	19.9083333333333	2010-02-22
"23_2_2010"	2.3	19.8	22.1	21.025	2010-02-23
"24_2_2010"	1.1	21.1	22.2	21.8416666666667	2010-02-24
"25_2_2010"	2.4	19.2	21.6	21.0875	2010-02-25
"26_2_2010"	1.8	18.8	20.6	19.8166666666667	2010-02-26
"27_2_2010"	1.5	18.7	20.2	19.725	2010-02-27
"28_2_2010"	1.2	18.3	19.5	18.8291666666667	2010-02-28
"1_3_2010"	1	18.3	19.3	18.8041666666667	2010-03-01
"2_3_2010"	2.3	18.2	20.5	19.0125	2010-03-02
"3_3_2010"	0.599999999999998	19.1	19.7	19.4083333333333	2010-03-03
"4_3_2010"	0.700000000000003	18.9	19.6	19.1583333333333	2010-03-04
"5_3_2010"	0.899999999999999	18.6	19.5	18.9166666666667	2010-03-05
"6_3_2010"	1	17.8	18.8	18.2583333333333	2010-03-06
"7_3_2010"	0.899999999999999	17.6	18.5	17.9541666666667	2010-03-07
"8_3_2010"	0.899999999999999	17.8	18.7	18.2041666666667	2010-03-08
"9_3_2010"	0.399999999999999	18.5	18.9	18.6666666666667	2010-03-09
"10_3_2010"	0.699999999999999	18.7	19.4	18.9625	2010-03-10
"11_3_2010"	1.2	19.2	20.4	19.7458333333333	2010-03-11
"12_3_2010"	0.900000000000002	20.2	21.1	20.5916666666667	2010-03-12
"13_3_2010"	3.5	20.9	24.4	23.3375	2010-03-13
"14_3_2010"	2.2	21.5	23.7	22.6333333333333	2010-03-14
"15_3_2010"	1.3	22.1	23.4	22.8791666666667	2010-03-15
"16_3_2010"	1	22.2	23.2	22.5333333333333	2010-03-16
"17_3_2010"	0.399999999999999	21.8	22.2	21.9583333333333	2010-03-17
"18_3_2010"	0.799999999999997	21.6	22.4	21.9083333333333	2010-03-18
"19_3_2010"	0.5	21.3	21.8	21.475	2010-03-19
"20_3_2010"	1.2	20.8	22	21.4333333333333	2010-03-20
"21_3_2010"	0.699999999999999	21.6	22.3	21.875	2010-03-21
"22_3_2010"	1.3	21.6	22.9	22.15	2010-03-22
"23_3_2010"	0.600000000000001	22	22.6	22.2208333333333	2010-03-23
"24_3_2010"	0.800000000000001	21.8	22.6	22.2583333333333	2010-03-24
"25_3_2010"	1.1	22.1	23.2	22.6458333333333	2010-03-25
"26_3_2010"	1.7	22.9	24.6	23.4541666666667	2010-03-26
"27_3_2010"	0.599999999999998	23.6	24.2	23.9125	2010-03-27
"28_3_2010"	1.3	23.9	25.2	24.5041666666667	2010-03-28
"29_3_2010"	1.1	24.4	25.5	24.9041666666667	2010-03-29
"30_3_2010"	1.5	22.8	24.3	23.5458333333333	2010-03-30
"31_3_2010"	0.800000000000001	22.4	23.2	22.7208333333333	2010-03-31
"1_4_2010"	1.3	23	24.3	23.575	2010-04-01
"2_4_2010"	0.800000000000001	23.2	24	23.6291666666667	2010-04-02
"3_4_2010"	1.2	23	24.2	23.5875	2010-04-03
