"dayRange"	"dayMin"	"dayMax"	"dayMean"	"date"
"4_6_2005"	0.800000000000001	28.5	29.3	29.02	2005-06-04
"5_6_2005"	1.3	28.7	30	29.2083333333333	2005-06-05
"6_6_2005"	1.1	29.3	30.4	29.6625	2005-06-06
"7_6_2005"	0.899999999999999	29.3	30.2	29.8375	2005-06-07
"8_6_2005"	0.899999999999999	29.5	30.4	29.9416666666667	2005-06-08
"9_6_2005"	1.1	28.9	30	29.5958333333333	2005-06-09
"10_6_2005"	0.5	28.4	28.9	28.6333333333333	2005-06-10
"11_6_2005"	0.900000000000002	28.2	29.1	28.5875	2005-06-11
"12_6_2005"	1	28.5	29.5	28.8666666666667	2005-06-12
"13_6_2005"	1.1	28.7	29.8	29.1125	2005-06-13
"14_6_2005"	1.3	29.1	30.4	29.5875	2005-06-14
"15_6_2005"	0.599999999999998	29.6	30.2	29.8142857142857	2005-06-15
"22_6_2005"	0.699999999999999	29.3	30	29.6363636363636	2005-06-22
"23_6_2005"	1.5	28.7	30.2	29.3958333333333	2005-06-23
"24_6_2005"	0.899999999999999	29.1	30	29.4	2005-06-24
"25_6_2005"	1.3	29.1	30.4	29.6791666666667	2005-06-25
"26_6_2005"	1.3	29.5	30.8	29.975	2005-06-26
"27_6_2005"	1.2	30	31.2	30.5583333333333	2005-06-27
"28_6_2005"	0.600000000000001	30	30.6	30.3166666666667	2005-06-28
"29_6_2005"	0.599999999999998	29.8	30.4	30.1166666666667	2005-06-29
"30_6_2005"	1.2	29.8	31	30.3583333333333	2005-06-30
"1_7_2005"	0.800000000000001	30.2	31	30.4583333333333	2005-07-01
"2_7_2005"	1.3	30.2	31.5	30.7125	2005-07-02
"3_7_2005"	1.3	30.8	32.1	31.2875	2005-07-03
"4_7_2005"	0.899999999999999	30.8	31.7	31.3041666666667	2005-07-04
"5_7_2005"	0.699999999999999	30.8	31.5	31.1291666666667	2005-07-05
"6_7_2005"	0.899999999999999	30.8	31.7	31.2958333333333	2005-07-06
"7_7_2005"	0.699999999999999	31	31.7	31.4166666666667	2005-07-07
"8_7_2005"	2.2	29.3	31.5	30.5083333333333	2005-07-08
"9_7_2005"	1.8	27.8	29.6	28.5541666666667	2005-07-09
"10_7_2005"	0.899999999999999	27.3	28.2	27.85	2005-07-10
"11_7_2005"	2.2	27.8	30	28.7791666666667	2005-07-11
"12_7_2005"	1.1	29.1	30.2	29.6	2005-07-12
"13_7_2005"	1.2	29.6	30.8	30.125	2005-07-13
"14_7_2005"	0.800000000000001	30.2	31	30.6083333333333	2005-07-14
"15_7_2005"	0.800000000000001	30.4	31.2	30.7583333333333	2005-07-15
"16_7_2005"	1	30	31	30.5583333333333	2005-07-16
"17_7_2005"	1.2	29.6	30.8	30.2333333333333	2005-07-17
"18_7_2005"	1	29.6	30.6	30.1166666666667	2005-07-18
"19_7_2005"	1.2	29.6	30.8	30.0833333333333	2005-07-19
"20_7_2005"	1	30	31	30.425	2005-07-20
"21_7_2005"	1	30.2	31.2	30.6166666666667	2005-07-21
"22_7_2005"	1.3	30.4	31.7	31.0791666666667	2005-07-22
"23_7_2005"	1.3	31.2	32.5	31.6208333333333	2005-07-23
"24_7_2005"	0.699999999999999	31.2	31.9	31.4333333333333	2005-07-24
"25_7_2005"	1.1	30.8	31.9	31.3291666666667	2005-07-25
"26_7_2005"	1.6	31.3	32.9	32.025	2005-07-26
"27_7_2005"	0.899999999999999	31.9	32.8	32.3958333333333	2005-07-27
"28_7_2005"	1.1	31.9	33	32.4041666666667	2005-07-28
"29_7_2005"	0.700000000000003	32.3	33	32.6208333333333	2005-07-29
"30_7_2005"	1.1	31.7	32.8	32.1583333333333	2005-07-30
"31_7_2005"	0.899999999999999	31.5	32.4	32.0708333333333	2005-07-31
"1_8_2005"	1.3	31.1	32.4	31.7875	2005-08-01
"2_8_2005"	0.600000000000001	31.5	32.1	31.8416666666667	2005-08-02
"3_8_2005"	0.999999999999996	31.3	32.3	31.7083333333333	2005-08-03
"4_8_2005"	0.799999999999997	31.5	32.3	31.7666666666667	2005-08-04
"5_8_2005"	0.699999999999999	31.7	32.4	31.9916666666667	2005-08-05
"6_8_2005"	0.700000000000003	31.9	32.6	32.2291666666667	2005-08-06
"7_8_2005"	0.700000000000003	32.3	33	32.6875	2005-08-07
"8_8_2005"	1.1	31.9	33	32.4458333333333	2005-08-08
"9_8_2005"	1.1	32.3	33.4	32.7375	2005-08-09
"10_8_2005"	0.799999999999997	32.6	33.4	33.0333333333333	2005-08-10
"11_8_2005"	0.600000000000001	32.8	33.4	33.0583333333333	2005-08-11
"12_8_2005"	0.399999999999999	32.6	33	32.7583333333333	2005-08-12
"13_8_2005"	0.900000000000002	31.7	32.6	32.2666666666667	2005-08-13
"14_8_2005"	1.1	31.5	32.6	32.0875	2005-08-14
"15_8_2005"	0.800000000000001	31.3	32.1	31.8583333333333	2005-08-15
"16_8_2005"	0.800000000000001	31.3	32.1	31.675	2005-08-16
"17_8_2005"	0.800000000000001	31.3	32.1	31.65	2005-08-17
"18_8_2005"	0.799999999999997	31.5	32.3	31.9333333333333	2005-08-18
"19_8_2005"	0.599999999999998	31.7	32.3	32.0583333333333	2005-08-19
"20_8_2005"	0.899999999999999	31.5	32.4	32.0291666666667	2005-08-20
"21_8_2005"	0.899999999999999	31.9	32.8	32.2416666666667	2005-08-21
"22_8_2005"	0.899999999999999	31.9	32.8	32.2916666666667	2005-08-22
"23_8_2005"	0.599999999999998	31.7	32.3	31.9916666666667	2005-08-23
"24_8_2005"	0.899999999999999	31.5	32.4	31.8958333333333	2005-08-24
"25_8_2005"	1.1	31	32.1	31.7416666666667	2005-08-25
"26_8_2005"	2.4	28.4	30.8	29.4833333333333	2005-08-26
"27_8_2005"	1.1	28	29.1	28.5666666666667	2005-08-27
"28_8_2005"	0.899999999999999	28.6	29.5	28.9666666666667	2005-08-28
"29_8_2005"	0.900000000000002	28.9	29.8	29.375	2005-08-29
"30_8_2005"	1.1	29.3	30.4	29.675	2005-08-30
"31_8_2005"	0.5	29.7	30.2	29.9083333333333	2005-08-31
"1_9_2005"	1	29.8	30.8	30.275	2005-09-01
"2_9_2005"	0.800000000000001	30.4	31.2	30.8166666666667	2005-09-02
"3_9_2005"	0.399999999999999	30.8	31.2	30.9333333333333	2005-09-03
"4_9_2005"	0.600000000000001	30.4	31	30.8166666666667	2005-09-04
"5_9_2005"	0.600000000000001	30.4	31	30.75	2005-09-05
"6_9_2005"	0.399999999999999	30.8	31.2	31.0083333333333	2005-09-06
"7_9_2005"	0.800000000000001	30.4	31.2	30.8166666666667	2005-09-07
"8_9_2005"	0.600000000000001	30.2	30.8	30.3916666666667	2005-09-08
"9_9_2005"	0.599999999999998	29.8	30.4	30.0916666666667	2005-09-09
"10_9_2005"	1.7	29.8	31.5	30.4375	2005-09-10
"11_9_2005"	0.899999999999999	30.8	31.7	31.0666666666667	2005-09-11
"12_9_2005"	0.699999999999999	30.8	31.5	31.1583333333333	2005-09-12
"13_9_2005"	0.5	30.8	31.3	31.0375	2005-09-13
"14_9_2005"	0.399999999999999	30.8	31.2	31.05	2005-09-14
"15_9_2005"	0.599999999999998	30.6	31.2	30.8333333333333	2005-09-15
"16_9_2005"	0.899999999999999	31	31.9	31.2916666666667	2005-09-16
"17_9_2005"	0.5	31.2	31.7	31.3875	2005-09-17
"18_9_2005"	0.699999999999999	30.8	31.5	31.2	2005-09-18
"19_9_2005"	0.900000000000002	30.4	31.3	30.7666666666667	2005-09-19
"10_11_2005"	0.399999999999999	25.5	25.9	25.6384615384615	2005-11-10
"11_11_2005"	0.399999999999999	25.3	25.7	25.5	2005-11-11
"12_11_2005"	0.5	25.2	25.7	25.3958333333333	2005-11-12
"13_11_2005"	0.300000000000001	25	25.3	25.1708333333333	2005-11-13
"14_11_2005"	0.699999999999999	25	25.7	25.3125	2005-11-14
"15_11_2005"	0.699999999999999	25	25.7	25.3375	2005-11-15
"16_11_2005"	0.5	25.2	25.7	25.4041666666667	2005-11-16
"17_11_2005"	0.399999999999999	25.3	25.7	25.5833333333333	2005-11-17
"18_11_2005"	0.199999999999999	25.3	25.5	25.4083333333333	2005-11-18
"19_11_2005"	0.300000000000001	25.2	25.5	25.2875	2005-11-19
"20_11_2005"	0.5	25.2	25.7	25.4041666666667	2005-11-20
"21_11_2005"	0.599999999999998	25.3	25.9	25.5916666666667	2005-11-21
"22_11_2005"	2.7	22.6	25.3	23.6333333333333	2005-11-22
"23_11_2005"	1	22.4	23.4	22.9875	2005-11-23
"24_11_2005"	0.699999999999999	22.6	23.3	22.9041666666667	2005-11-24
"25_11_2005"	0.699999999999999	22.7	23.4	23.0333333333333	2005-11-25
"26_11_2005"	0.5	22.9	23.4	23.2333333333333	2005-11-26
"27_11_2005"	0.5	22.6	23.1	22.8541666666667	2005-11-27
"28_11_2005"	0.799999999999997	23.1	23.9	23.5333333333333	2005-11-28
"29_11_2005"	0.299999999999997	23.6	23.9	23.825	2005-11-29
"30_11_2005"	0.299999999999997	23.6	23.9	23.8208333333333	2005-11-30
"1_12_2005"	0.300000000000001	23.3	23.6	23.45	2005-12-01
"2_12_2005"	0.900000000000002	22.4	23.3	22.8125	2005-12-02
"3_12_2005"	1.2	21.2	22.4	21.9875	2005-12-03
"4_12_2005"	1.5	21.2	22.7	21.8208333333333	2005-12-04
"5_12_2005"	0.5	22.4	22.9	22.5375	2005-12-05
"6_12_2005"	1.2	22.4	23.6	22.7458333333333	2005-12-06
"7_12_2005"	0.5	22.9	23.4	23.1791666666667	2005-12-07
"8_12_2005"	0.699999999999999	23.1	23.8	23.3791666666667	2005-12-08
"9_12_2005"	0.299999999999997	23.6	23.9	23.7708333333333	2005-12-09
"10_12_2005"	0.400000000000002	23.9	24.3	24.1333333333333	2005-12-10
"11_12_2005"	0.399999999999999	24.1	24.5	24.3416666666667	2005-12-11
"12_12_2005"	1	23.3	24.3	23.825	2005-12-12
"13_12_2005"	1.2	22.2	23.4	22.9333333333333	2005-12-13
"14_12_2005"	1	21.4	22.4	21.8375	2005-12-14
"15_12_2005"	1	21.2	22.2	21.7875	2005-12-15
"16_12_2005"	NA	NA	NA	NA	2005-12-16
"17_12_2005"	0.300000000000001	22.5	22.8	22.6333333333333	2005-12-17
"18_12_2005"	1	22.6	23.6	23.0125	2005-12-18
"19_12_2005"	0.699999999999999	23.1	23.8	23.4625	2005-12-19
"20_12_2005"	0.100000000000001	23.5	23.6	23.55	2005-12-20
"21_12_2005"	1.8	21.8	23.6	22.95	2005-12-21
"22_12_2005"	2.2	20.6	22.8	21.9458333333333	2005-12-22
"23_12_2005"	0.5	21	21.5	21.2833333333333	2005-12-23
"24_12_2005"	0.800000000000001	20.8	21.6	21.2	2005-12-24
"25_12_2005"	0.800000000000001	21	21.8	21.4708333333333	2005-12-25
"26_12_2005"	0.300000000000001	20.8	21.1	21.0416666666667	2005-12-26
"27_12_2005"	0.699999999999999	20.8	21.5	21.0708333333333	2005-12-27
"28_12_2005"	0.699999999999999	20.6	21.3	20.9166666666667	2005-12-28
"29_12_2005"	1	20.6	21.6	21	2005-12-29
"30_12_2005"	1.4	20.6	22	21.2291666666667	2005-12-30
"31_12_2005"	1.3	21.5	22.8	21.85	2005-12-31
"1_1_2006"	1	22	23	22.4083333333333	2006-01-01
"2_1_2006"	0.800000000000001	22.3	23.1	22.5916666666667	2006-01-02
"3_1_2006"	0.5	22.8	23.3	22.95	2006-01-03
"4_1_2006"	2.2	22.3	24.5	22.8458333333333	2006-01-04
"5_1_2006"	0.800000000000001	22.8	23.6	23.125	2006-01-05
"6_1_2006"	2.3	21	23.3	22.2666666666667	2006-01-06
"7_1_2006"	1.6	19.5	21.1	20.6	2006-01-07
"8_1_2006"	0.600000000000001	20	20.6	20.1958333333333	2006-01-08
"9_1_2006"	1	19.8	20.8	20.3708333333333	2006-01-09
"10_1_2006"	0.600000000000001	20	20.6	20.2416666666667	2006-01-10
"11_1_2006"	0.800000000000001	19.8	20.6	20.2	2006-01-11
"12_1_2006"	NA	NA	NA	NA	2006-01-12
"13_1_2006"	0.799999999999997	21.1	21.9	21.3333333333333	2006-01-13
"14_1_2006"	2	21.1	23.1	22.1458333333333	2006-01-14
"15_1_2006"	1	19.9	20.9	20.5625	2006-01-15
"16_1_2006"	0.700000000000003	20.4	21.1	20.7041666666667	2006-01-16
"17_1_2006"	0.599999999999998	20.6	21.2	20.95	2006-01-17
"18_1_2006"	0.599999999999998	20.6	21.2	21.0291666666667	2006-01-18
"19_1_2006"	0.799999999999997	19.6	20.4	19.9708333333333	2006-01-19
"20_1_2006"	1.1	19.6	20.7	20.1458333333333	2006-01-20
"21_1_2006"	1.1	20.6	21.7	21.0083333333333	2006-01-21
"22_1_2006"	1.2	21.2	22.4	21.7	2006-01-22
"23_1_2006"	0.800000000000001	21.9	22.7	22.2041666666667	2006-01-23
"24_1_2006"	0.799999999999997	22.6	23.4	22.8458333333333	2006-01-24
"25_1_2006"	0.800000000000001	22.4	23.2	22.7041666666667	2006-01-25
"26_1_2006"	1	21.9	22.9	22.325	2006-01-26
"27_1_2006"	1.3	20.9	22.2	21.3958333333333	2006-01-27
"28_1_2006"	0.5	20.6	21.1	20.8333333333333	2006-01-28
"29_1_2006"	1	20.4	21.4	20.8208333333333	2006-01-29
"30_1_2006"	0.599999999999998	21.1	21.7	21.475	2006-01-30
"31_1_2006"	0.700000000000003	21.4	22.1	21.875	2006-01-31
"1_2_2006"	1	21.7	22.7	22.1333333333333	2006-02-01
"2_2_2006"	0.299999999999997	22.6	22.9	22.6833333333333	2006-02-02
"3_2_2006"	0.699999999999999	22.7	23.4	22.9958333333333	2006-02-03
"4_2_2006"	0.5	22.9	23.4	23.2041666666667	2006-02-04
"5_2_2006"	1.3	21.4	22.7	21.8041666666667	2006-02-05
"6_2_2006"	0.900000000000002	21.2	22.1	21.65	2006-02-06
"7_2_2006"	0.900000000000002	21.2	22.1	21.7458333333333	2006-02-07
"8_2_2006"	0.699999999999999	21.2	21.9	21.6916666666667	2006-02-08
"9_2_2006"	0.800000000000001	20.4	21.2	20.775	2006-02-09
"10_2_2006"	0.599999999999998	19.8	20.4	20.05	2006-02-10
"11_2_2006"	0.799999999999997	19.6	20.4	19.9666666666667	2006-02-11
"12_2_2006"	0.700000000000003	19.4	20.1	19.7708333333333	2006-02-12
"13_2_2006"	0.5	18.8	19.3	19.0791666666667	2006-02-13
"14_2_2006"	0.699999999999999	18.1	18.8	18.4666666666667	2006-02-14
"15_2_2006"	0.699999999999999	17.8	18.5	18.2083333333333	2006-02-15
"16_2_2006"	1.2	17.8	19	18.3333333333333	2006-02-16
"17_2_2006"	NA	NA	NA	NA	2006-02-17
"18_2_2006"	1.3	19	20.3	19.4708333333333	2006-02-18
"19_2_2006"	0.699999999999999	20	20.7	20.2833333333333	2006-02-19
"20_2_2006"	1	20.2	21.2	20.6875	2006-02-20
"21_2_2006"	1.6	21.2	22.8	21.8625	2006-02-21
"22_2_2006"	1.4	22.3	23.7	23.0291666666667	2006-02-22
"23_2_2006"	2.3	22.8	25.1	23.8416666666667	2006-02-23
"24_2_2006"	1.3	23.3	24.6	23.875	2006-02-24
"25_2_2006"	1.1	24	25.1	24.5666666666667	2006-02-25
"26_2_2006"	2.6	23.5	26.1	24.5791666666667	2006-02-26
"27_2_2006"	1.7	22.7	24.4	23.2166666666667	2006-02-27
"28_2_2006"	0.899999999999999	21.8	22.7	22.4041666666667	2006-02-28
"1_3_2006"	0.600000000000001	22.2	22.8	22.4583333333333	2006-03-01
"2_3_2006"	0.800000000000001	22.5	23.3	22.8083333333333	2006-03-02
"3_3_2006"	0.5	22.8	23.3	23.0833333333333	2006-03-03
"4_3_2006"	0.800000000000001	22.5	23.3	22.9291666666667	2006-03-04
"5_3_2006"	0.600000000000001	22.7	23.3	23.0583333333333	2006-03-05
"6_3_2006"	1.2	23	24.2	23.4875	2006-03-06
"7_3_2006"	1.2	23.2	24.4	23.6083333333333	2006-03-07
"8_3_2006"	1.5	22.2	23.7	22.9	2006-03-08
"9_3_2006"	0.800000000000001	22	22.8	22.25	2006-03-09
"10_3_2006"	1	22	23	22.4375	2006-03-10
"11_3_2006"	0.800000000000001	22.5	23.3	22.9333333333333	2006-03-11
"12_3_2006"	1	23	24	23.4666666666667	2006-03-12
"13_3_2006"	1.1	23.5	24.6	24.025	2006-03-13
"14_3_2006"	0.800000000000001	23.9	24.7	24.2666666666667	2006-03-14
"15_3_2006"	1.1	24	25.1	24.4375	2006-03-15
"16_3_2006"	1.4	24.2	25.6	25.0083333333333	2006-03-16
"17_3_2006"	1.1	24.7	25.8	25.1875	2006-03-17
"18_3_2006"	0.5	25.1	25.6	25.3166666666667	2006-03-18
"19_3_2006"	1.8	24.7	26.5	25.4833333333333	2006-03-19
"20_3_2006"	0.700000000000003	25.4	26.1	25.8	2006-03-20
"21_3_2006"	1.1	25.4	26.5	25.8291666666667	2006-03-21
"22_3_2006"	0.900000000000002	25.4	26.3	25.8375	2006-03-22
"23_3_2006"	1.6	25.4	27	26.3458333333333	2006-03-23
"24_3_2006"	1.2	25.6	26.8	26.3125	2006-03-24
"25_3_2006"	3.1	22.2	25.3	24.5416666666667	2006-03-25
"26_3_2006"	1.8	22.2	24	23.4	2006-03-26
"27_3_2006"	1.3	21.7	23	22.35	2006-03-27
"28_3_2006"	0.800000000000001	21	21.8	21.3125	2006-03-28
"29_3_2006"	1.3	20.7	22	21.1708333333333	2006-03-29
"30_3_2006"	1.5	21.5	23	22.1875	2006-03-30
"31_3_2006"	0.800000000000001	22.5	23.3	22.9166666666667	2006-03-31
"1_4_2006"	1.5	22.5	24	23.3041666666667	2006-04-01
"2_4_2006"	1.3	23.3	24.6	23.9541666666667	2006-04-02
"3_4_2006"	1.3	24	25.3	24.5083333333333	2006-04-03
"4_4_2006"	0.199999999999999	24.7	24.9	24.8166666666667	2006-04-04
"5_4_2006"	1	24.6	25.6	25.0416666666667	2006-04-05
"6_4_2006"	0.800000000000001	25.3	26.1	25.6375	2006-04-06
"7_4_2006"	0.699999999999999	25.3	26	25.5458333333333	2006-04-07
"8_4_2006"	1.2	25.3	26.5	25.8166666666667	2006-04-08
"9_4_2006"	1.6	26	27.6	26.6625	2006-04-09
"10_4_2006"	0.899999999999999	26.1	27	26.5375	2006-04-10
"11_4_2006"	0.899999999999999	25.6	26.5	26.0458333333333	2006-04-11
"12_4_2006"	0.700000000000003	24.9	25.6	25.3625	2006-04-12
"13_4_2006"	0.700000000000003	24.4	25.1	24.6875	2006-04-13
"14_4_2006"	0.699999999999999	24	24.7	24.4458333333333	2006-04-14
"15_4_2006"	1	24.4	25.4	24.8625	2006-04-15
"16_4_2006"	1.1	24.9	26	25.3916666666667	2006-04-16
"17_4_2006"	NA	NA	NA	NA	2006-04-17
"18_4_2006"	0.699999999999999	26	26.7	26.2541666666667	2006-04-18
"19_4_2006"	1.6	26	27.6	26.6875	2006-04-19
"20_4_2006"	1.8	26.7	28.5	27.4541666666667	2006-04-20
"21_4_2006"	0.5	28.2	28.7	28.4625	2006-04-21
"22_4_2006"	1.1	27.6	28.7	27.9833333333333	2006-04-22
"23_4_2006"	0.899999999999999	28	28.9	28.4	2006-04-23
"24_4_2006"	1.1	28.2	29.3	28.7625	2006-04-24
"25_4_2006"	0.900000000000002	28.7	29.6	29.0375	2006-04-25
"26_4_2006"	1	28.5	29.5	29.0333333333333	2006-04-26
"27_4_2006"	1.1	28.7	29.8	29.1708333333333	2006-04-27
"28_4_2006"	0.900000000000002	28.7	29.6	29.1583333333333	2006-04-28
"29_4_2006"	1.6	27.3	28.9	27.95	2006-04-29
"30_4_2006"	1.1	26.2	27.3	26.6125	2006-04-30
"1_5_2006"	0.900000000000002	25.7	26.6	26.1791666666667	2006-05-01
"2_5_2006"	0.699999999999999	26	26.7	26.3625	2006-05-02
"3_5_2006"	0.699999999999999	26.2	26.9	26.5375	2006-05-03
"4_5_2006"	1.2	26.2	27.4	26.775	2006-05-04
"5_5_2006"	0.900000000000002	26.7	27.6	27.1166666666667	2006-05-05
"6_5_2006"	0.699999999999999	27.1	27.8	27.3458333333333	2006-05-06
"7_5_2006"	0.700000000000003	26.9	27.6	27.3208333333333	2006-05-07
"8_5_2006"	1.1	26.9	28	27.4666666666667	2006-05-08
"9_5_2006"	0.800000000000001	27.4	28.2	27.7833333333333	2006-05-09
"10_5_2006"	0.899999999999999	27.6	28.5	28.1041666666667	2006-05-10
"11_5_2006"	0.900000000000002	28.2	29.1	28.6125	2006-05-11
"12_5_2006"	1.7	28.5	30.2	29.3708333333333	2006-05-12
"13_5_2006"	1	28.5	29.5	28.9666666666667	2006-05-13
"14_5_2006"	1.1	28	29.1	28.5333333333333	2006-05-14
"15_5_2006"	0.900000000000002	28.2	29.1	28.6	2006-05-15
"16_5_2006"	0.899999999999999	27.8	28.7	28.1666666666667	2006-05-16
"17_5_2006"	0.699999999999999	27.3	28	27.6083333333333	2006-05-17
"18_5_2006"	1.1	26.7	27.8	27.3125	2006-05-18
"19_5_2006"	0.900000000000002	26.7	27.6	27.1791666666667	2006-05-19
"20_5_2006"	0.699999999999999	27.1	27.8	27.3791666666667	2006-05-20
"21_5_2006"	1.1	27.3	28.4	27.6958333333333	2006-05-21
"22_5_2006"	0.699999999999999	27.8	28.5	28.1375	2006-05-22
"23_5_2006"	0.5	28	28.5	28.2291666666667	2006-05-23
"24_5_2006"	0.899999999999999	28	28.9	28.4458333333333	2006-05-24
"25_5_2006"	0.700000000000003	28.4	29.1	28.8041666666667	2006-05-25
"26_5_2006"	0.700000000000003	28.4	29.1	28.6916666666667	2006-05-26
"27_5_2006"	0.600000000000001	28.7	29.3	28.875	2006-05-27
"28_5_2006"	1.5	28.7	30.2	29.3291666666667	2006-05-28
"29_5_2006"	1.1	29.3	30.4	29.7291666666667	2006-05-29
"30_5_2006"	1.6	29.6	31.2	30.4416666666667	2006-05-30
"31_5_2006"	0.600000000000001	30.4	31	30.675	2006-05-31
"1_6_2006"	1.5	30	31.5	30.5166666666667	2006-06-01
"2_6_2006"	1.3	30.6	31.9	31.1291666666667	2006-06-02
"3_6_2006"	1.1	30.8	31.9	31.1666666666667	2006-06-03
"4_6_2006"	0.400000000000002	30.4	30.8	30.5833333333333	2006-06-04
"5_6_2006"	0.600000000000001	30	30.6	30.2666666666667	2006-06-05
"6_6_2006"	0.399999999999999	29.8	30.2	29.9583333333333	2006-06-06
"7_6_2006"	1.3	29.5	30.8	29.9916666666667	2006-06-07
"8_6_2006"	0.800000000000001	30.2	31	30.5416666666667	2006-06-08
"9_6_2006"	1	30	31	30.5428571428571	2006-06-09
"10_6_2006"	1.3	29.5	30.8	30.1708333333333	2006-06-10
"11_6_2006"	0.5	28.8	29.3	29.1291666666667	2006-06-11
"12_6_2006"	0.700000000000003	28.4	29.1	28.8375	2006-06-12
"13_6_2006"	0.899999999999999	28.6	29.5	29.0125	2006-06-13
"14_6_2006"	0.899999999999999	28.8	29.7	28.975	2006-06-14
"15_6_2006"	1.7	29.3	31	29.825	2006-06-15
"16_6_2006"	1.6	30.2	31.8	30.825	2006-06-16
"17_6_2006"	0.399999999999999	31	31.4	31.1333333333333	2006-06-17
"18_6_2006"	1	30.4	31.4	30.9916666666667	2006-06-18
"19_6_2006"	1.4	30.2	31.6	31.0166666666667	2006-06-19
"20_6_2006"	0.799999999999997	30.6	31.4	30.8333333333333	2006-06-20
"21_6_2006"	1.4	30.2	31.6	30.8666666666667	2006-06-21
"22_6_2006"	0.799999999999997	30.6	31.4	30.9166666666667	2006-06-22
"23_6_2006"	0.899999999999999	30.1	31	30.4541666666667	2006-06-23
"24_6_2006"	0.600000000000001	30.4	31	30.6	2006-06-24
"25_6_2006"	0.700000000000003	29.9	30.6	30.1375	2006-06-25
"26_6_2006"	0.699999999999999	29.7	30.4	29.9583333333333	2006-06-26
"27_6_2006"	1.1	29.5	30.6	30.0416666666667	2006-06-27
"28_6_2006"	1.6	30.2	31.8	30.8333333333333	2006-06-28
"29_6_2006"	1.2	30.4	31.6	30.8833333333333	2006-06-29
"30_6_2006"	0.399999999999999	30.6	31	30.825	2006-06-30
"1_7_2006"	1	30.2	31.2	30.7416666666667	2006-07-01
"2_7_2006"	0.699999999999999	30.1	30.8	30.2541666666667	2006-07-02
"3_7_2006"	1.3	29.5	30.8	30.0458333333333	2006-07-03
"4_7_2006"	0.699999999999999	29.7	30.4	29.9875	2006-07-04
"5_7_2006"	0.5	29.7	30.2	29.9958333333333	2006-07-05
"6_7_2006"	0.599999999999998	29.3	29.9	29.725	2006-07-06
"7_7_2006"	0.199999999999999	29.7	29.9	29.825	2006-07-07
"8_7_2006"	0.599999999999998	29.3	29.9	29.5416666666667	2006-07-08
"9_7_2006"	1.2	28.9	30.1	29.5	2006-07-09
"10_7_2006"	0.699999999999999	29.5	30.2	29.8666666666667	2006-07-10
"11_7_2006"	0.600000000000001	29.5	30.1	29.7916666666667	2006-07-11
"12_7_2006"	0.399999999999999	29.5	29.9	29.7166666666667	2006-07-12
"13_7_2006"	0.399999999999999	29.3	29.7	29.6	2006-07-13
"14_7_2006"	0.599999999999998	29.3	29.9	29.5666666666667	2006-07-14
"15_7_2006"	1.3	28.9	30.2	29.5833333333333	2006-07-15
"16_7_2006"	1.3	29.3	30.6	29.8125	2006-07-16
"17_7_2006"	0.300000000000001	29.9	30.2	30.0041666666667	2006-07-17
"18_7_2006"	0.300000000000001	29.9	30.2	30.0666666666667	2006-07-18
"19_7_2006"	0.5	30.1	30.6	30.2833333333333	2006-07-19
"20_7_2006"	0.5	29.9	30.4	30.1458333333333	2006-07-20
"21_7_2006"	0.600000000000001	29.5	30.1	29.825	2006-07-21
"22_7_2006"	0.699999999999999	29.5	30.2	29.8833333333333	2006-07-22
"23_7_2006"	1.3	29.7	31	30.2208333333333	2006-07-23
"24_7_2006"	1	30.6	31.6	30.975	2006-07-24
"25_7_2006"	1.2	30.6	31.8	31.2916666666667	2006-07-25
"26_7_2006"	1.2	30.6	31.8	31.3833333333333	2006-07-26
"27_7_2006"	1	30.6	31.6	31.1666666666667	2006-07-27
"28_7_2006"	1	30.4	31.4	30.9	2006-07-28
"29_7_2006"	1	30.2	31.2	30.6416666666667	2006-07-29
"30_7_2006"	0.600000000000001	30.4	31	30.7083333333333	2006-07-30
"31_7_2006"	0.800000000000001	30.2	31	30.6	2006-07-31
"1_8_2006"	0.899999999999999	30.1	31	30.5208333333333	2006-08-01
"2_8_2006"	1.1	29.9	31	30.4125	2006-08-02
"3_8_2006"	0.800000000000001	30.2	31	30.5916666666667	2006-08-03
"4_8_2006"	0.400000000000002	30.2	30.6	30.4333333333333	2006-08-04
"5_8_2006"	0.900000000000002	29.9	30.8	30.3416666666667	2006-08-05
"6_8_2006"	1.1	29.5	30.6	29.9958333333333	2006-08-06
"7_8_2006"	0.699999999999999	29.5	30.2	29.825	2006-08-07
"8_8_2006"	0.600000000000001	29.5	30.1	29.7833333333333	2006-08-08
"9_8_2006"	0.800000000000001	29.3	30.1	29.675	2006-08-09
"10_8_2006"	1.1	29.5	30.6	30.0416666666667	2006-08-10
"11_8_2006"	1.1	30.1	31.2	30.5208333333333	2006-08-11
"12_8_2006"	1.4	30.6	32	31.0583333333333	2006-08-12
"13_8_2006"	0.800000000000001	31	31.8	31.4416666666667	2006-08-13
"14_8_2006"	0.800000000000001	30.8	31.6	31.2	2006-08-14
"15_8_2006"	1.4	30.4	31.8	31.0166666666667	2006-08-15
"16_8_2006"	0.400000000000002	31.4	31.8	31.6083333333333	2006-08-16
"17_8_2006"	1	31	32	31.4833333333333	2006-08-17
"18_8_2006"	1	30.6	31.6	31.1416666666667	2006-08-18
"19_8_2006"	0.800000000000001	30.8	31.6	31.1333333333333	2006-08-19
